"DCF_Region","Year","Demographic","Out_of_State","Type of Placement","tot_Value","Measure Type","Variable"
"Region 6: Central","SFY 2004-2005","18 Years and Over","In State","Group Home",5,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","18 Years and Over","In State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","18 Years and Over","In State","Independent Living",21,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","18 Years and Over","In State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","18 Years and Over","In State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","18 Years and Over","In State","Relative Foster Care",5,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","18 Years and Over","In State","Residential Treatment Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","18 Years and Over","In State","Shelter",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","18 Years and Over","In State","Solnit Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","18 Years and Over","In State","Special Study",5,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","18 Years and Over","In State","Therapeutic Foster Care",2,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","18 Years and Over","In State","Total",46,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","18 Years and Over","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","18 Years and Over","Out of State","Foster Care",1,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","18 Years and Over","Out of State","Group Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","18 Years and Over","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","18 Years and Over","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","18 Years and Over","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","18 Years and Over","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","18 Years and Over","Out of State","Relative Foster Care",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","18 Years and Over","Out of State","Residential Treatment Center",2,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","18 Years and Over","Out of State","Shelter",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","18 Years and Over","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","18 Years and Over","Out of State","Special Study",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","18 Years and Over","Out of State","Therapeutic Foster Care",1,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","18 Years and Over","Out of State","Total",4,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","4 to 6 Years","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","4 to 6 Years","In State","Foster Care",48,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","4 to 6 Years","In State","Group Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","4 to 6 Years","In State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","4 to 6 Years","In State","Independent Living",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","4 to 6 Years","In State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","4 to 6 Years","In State","PDC or Safe Home",4,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","4 to 6 Years","In State","Relative Foster Care",39,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","4 to 6 Years","In State","Residential Treatment Center",1,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","4 to 6 Years","In State","Shelter",1,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","4 to 6 Years","In State","Solnit Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","4 to 6 Years","In State","Special Study",1,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","4 to 6 Years","In State","Therapeutic Foster Care",16,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","4 to 6 Years","In State","Total",110,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","4 to 6 Years","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","4 to 6 Years","Out of State","Foster Care",2,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","4 to 6 Years","Out of State","Group Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","4 to 6 Years","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","4 to 6 Years","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","4 to 6 Years","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","4 to 6 Years","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","4 to 6 Years","Out of State","Relative Foster Care",1,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","4 to 6 Years","Out of State","Residential Treatment Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","4 to 6 Years","Out of State","Shelter",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","4 to 6 Years","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","4 to 6 Years","Out of State","Special Study",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","4 to 6 Years","Out of State","Therapeutic Foster Care",2,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","4 to 6 Years","Out of State","Total",5,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","7 to 12 Years","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","7 to 12 Years","In State","Foster Care",62,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","7 to 12 Years","In State","Group Home",5,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","7 to 12 Years","In State","High Meadows",1,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","7 to 12 Years","In State","Independent Living",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","7 to 12 Years","In State","Medical or Psychiatric Hospital Placement",2,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","7 to 12 Years","In State","PDC or Safe Home",18,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","7 to 12 Years","In State","Relative Foster Care",53,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","7 to 12 Years","In State","Residential Treatment Center",12,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","7 to 12 Years","In State","Shelter",1,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","7 to 12 Years","In State","Solnit Center",3,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","7 to 12 Years","In State","Special Study",8,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","7 to 12 Years","In State","Therapeutic Foster Care",32,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","7 to 12 Years","In State","Total",197,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","7 to 12 Years","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","7 to 12 Years","Out of State","Foster Care",5,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","7 to 12 Years","Out of State","Group Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","7 to 12 Years","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","7 to 12 Years","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","7 to 12 Years","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","7 to 12 Years","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","7 to 12 Years","Out of State","Relative Foster Care",6,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","7 to 12 Years","Out of State","Residential Treatment Center",12,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","7 to 12 Years","Out of State","Shelter",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","7 to 12 Years","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","7 to 12 Years","Out of State","Special Study",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","7 to 12 Years","Out of State","Therapeutic Foster Care",5,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","7 to 12 Years","Out of State","Total",28,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Total","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Total","In State","Foster Care",256,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Total","In State","Group Home",38,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Total","In State","High Meadows",4,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Total","In State","Independent Living",24,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Total","In State","Medical or Psychiatric Hospital Placement",2,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Total","In State","PDC or Safe Home",24,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Total","In State","Relative Foster Care",193,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Total","In State","Residential Treatment Center",69,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Total","In State","Shelter",16,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Total","In State","Solnit Center",12,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Total","In State","Special Study",26,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Total","In State","Therapeutic Foster Care",85,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Total","In State","Total",749,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Total","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Total","Out of State","Foster Care",16,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Total","Out of State","Group Home",1,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Total","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Total","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Total","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Total","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Total","Out of State","Relative Foster Care",16,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Total","Out of State","Residential Treatment Center",67,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Total","Out of State","Shelter",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Total","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Total","Out of State","Special Study",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Total","Out of State","Therapeutic Foster Care",11,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Total","Out of State","Total",111,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Unknown","In State","Connecticut Juvenile Training School",-6666,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Unknown","In State","Foster Care",-6666,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","Unknown","In State","Group Home",-6666,"Number","Children in Placement"
